Review,Rating,Sentiment,cleaned_review
This company is TERRIBLE!!!! Avoid at ALL COSTS! They lied to me multiple times about getting a refund for a ticket and they gave me the name of a supervisor that then did not end up existing. DO NOT book with them.,1,Negative,company terrible avoid cost lie multiple time get refund ticket give name supervisor end exist book
Booked with go to gate last night and I have not received flight confirmation or booking number. I’m now worried I’ve been scammed as there is no contact details to call or get help!,1,Negative,book go gate last night receive flight confirmation booking number I m worried I ve scamme contact detail call get help
"I called the service center to reschedule my returning flight from London to Osaka. They asked me to pay the difference between the new flight and the old one. After paying the extra amount they assured me that a confirmation of a new flight will be sent to me within 2-3 hours. I waited a whole and didn't receive anything. So I called again, and they told me there was an issue and the flight company didn't issue the new ticket. Then I was told a new price (~ 30000 JYP more) to pay. Of course it was not my responsibility for that. They told me that they have escalated the issue and I should receive a response within 3-4 hours. Again nothing happened. Now the service number +81 5050500790 can not be reached anymore. This seems to be a huge scam !!!",1,Negative,call service center reschedule return flight london osaka ask pay difference new flight old one pay extra amount assure confirmation new flight send within hour wait whole do not receive anything call tell issue flight company do not issue new ticket tell new price jyp pay course responsibility tell escalate issue receive response within hour nothing happen service number reach anymore seem huge scam
"My flight, which cost around €2,000, was canceled in April, and I was offered a refund as the only option. However, I only received €400. Despite calling them weekly and being told each time that my request has been forwarded to the responsible unit, I still haven't received a proper response, and my emails go unanswered. Where is the remaining €1,600 for the ticket I was unable to use?",1,Negative,flight cost around cancel april offer refund option however receive despite call weekly tell time request forward responsible unit still have not receive proper response email go unanswered remaining ticket unable use
"It was very easy and cheap. I had some doubts at the beginning, but everything was cleared when Airline reference number received was checked with airline.",5,Positive,easy cheap doubt begin everything clear airline reference number receive check airline
This is the worst travel site . Please do not book through gotogate.  I booked and cancelled a ticket ( Booking ID MH5QED) more than 6 months back. Chasing for refund as per the policy mentioned in their site. Since 6 months the only thing I can see is that refund request pending with Airline. Followup on mail does not yield any result. Extremely difficult to connect on phone. Rest you decide.,1,Negative,bad travel site please book gotogate book cancel ticket booking i d mhqed month back chase refund per policy mention site since month thing see refund request pende airline followup mail yield result extremely difficult connect phone rest decide
"It was very easy to book, the only thing I didn't like was the extra hidden charges and fees",4,Positive,easy book thing do not like extra hide charge fee
If I had the chance to use less than one star I would ! My flight got delayed on Friday and since I was supposed to be back Rome from Venice on time for job I decided to take a train. While I was still receiving message of delay I called foto gate assistance and ita airways but of course the company just told me I was supposed to refer to the selling agency . Go to gate answered me that I was supposed to speak to ita airways since I had already checked in but then they admitted it was on them since they were the selling agency . Now I am still fighting with go to gate because they refused to give me my refund : the flight was like 3 hours late and many flights were being cancelled that night … I would not recommend this agency . Speakers are kind but of course they can’t do anything,1,Negative,chance use less one star would flight get delay friday since suppose back rome venice time job decide take train still receive message delay call foto gate assistance ita airways course company tell suppose refer sell agency go gate answer suppose speak ita airway since already checked admit since sell agency still fight go gate refuse give refund flight like hour late many flight cancel night would recommend agency speaker kind course can not anything
Very fast process exceptional quick and easy stress free.,5,Positive,fast process exceptional quick easy stress free
"they don't deserve 1 starflight cancelled, rebooked, then departed early - non of this is their fault...... however, when trying to engage with customer service its non existent, and then when eventually engaging it's useless - to the point they just stop communicating and hope you will give up. even emailing the leadership team for the parent company etraveli results in continued silence. how they can go to work each day knowing they are not supporting their customers is beyond me.avoid using Go To Gate at all costs.I am out several hundred pounds and they are not helping one bit.",1,Negative,do not deserve starflight cancel rebooke depart early non fault however try engage customer service non existent eventually engage useless point stop communicate hope give even email leadership team parent company etraveli result continue silence go work day know support customer beyond meavoid use go gate costsi several hundred pound help one bit
No review text,5,Positive,review text
Easy to navigate website - reasonable pricing of flights.,5,Positive,easy navigate website reasonable pricing flight
Worst customer service ever,1,Negative,bad customer service ever
"This company does not provide any refund. I booked two two-way tickets for 400 euros in total , costing around 90 euros per person per flight. Tried to cancel one of them 10 days before the flight while the tickets cost 3x more times to book them right now than the time I bought (2 months ago) they offered to refund me back basically nothing. Gotogate charges 45 euros for cancelation and according to them the air company- Aegean in my case -charges 40 more euros for flight cancelation, so they basically offered me 5 euros out of the 90 euros I spent to book the ticket. One more thing you can not change the names or who is carrying the extra bags you purchase so better be extra careful when you book your tickets. Better go to the official website of the air company to book the tickets even is a little more expensive unless you are 101% sure you will make the trip because you will not get any refund from them and always read the terms.",1,Negative,company provide refund book two twoway ticket euros total cost around euro per person per flight tried cancel one day flight ticket cost x times book right time buy month ago offer refund back basically nothing gotogate charge euros cancelation accord air company aegean case charge euros flight cancelation basically offer euros euros spend book ticket one thing change name carry extra bag purchase well extra careful book ticket well go official website air company book ticket even little expensive unless sure make trip get refund always read term
Standard website with standard intuitive steps.,3,Neutral,standard website standard intuitive step
"One star only because I have no way to give none. I booked my flight through booking.com, which works with gotogate. They changed the time of my flight without any notice, I accidentally saw the time change a few days before the flight while I was on a cruise ship. I spent three days on the phone with them because I couldn't make the new flight. They kept promising to book me on another flight until the last minute, but did nothing. Finally, they promised to reimburse me for a new ticket. More than two months later, I still have not received my money. Terrible customer service. Horrible experience. Caused me so much stress and completely ruined my cruise vacation.",1,Negative,one star way give none book flight bookingcom work gotogate change time flight without notice accidentally see time change day flight cruise ship spend three day phone could not make new flight keep promise book another flight last minute nothing finally promise reimburse new ticket two month later still receive money terrible customer service horrible experience cause much stress completely ruin cruise vacation
No review text,5,Positive,review text
"No customer service, talking to a bot for 10 minutes, being kicked out of the chat, no email service...Shiet show",1,Negative,customer service talk bot minute kick chat email serviceshiet show
it was easy and simple,5,Positive,easy simple
"J'ai acheté les billets d'avion sur go to gate in 29th march 2024. I was informed the annulation of my flight and the new itinerary en June 2024.When I called the concerned airline ans they told me the flight annulation was made in April. Gotogate took 2 months to inform me it. And when I asked goto gate the better itinerary due to the flight annulation, they told me that I should pay again for it.I will never and I will tell all the persons I know not to buy from Gotogate.",1,Negative,jai achet les billet davion sur go gate th march inform annulation flight new itinerary en june call concerned airline an tell flight annulation make april gotogate take month inform ask goto gate well itinerary due flight annulation tell pay iti never tell person know buy gotogate
Easy to use site which is not misleading like some. Ie starts at £850 pp and ends up as £1150pp. Decent price and happy to use again. App seems handy too. Looking forward to the trip now.,5,Positive,easy use site mislead like ie start pp end pp decent price happy use app seem handy look forward trip
"Avoid them at all costs. They are scammers. I booked a flexible ticket with them, nearly costing me 3,500 USD. Then I canceled it, and they only refunded 90% of the ticket value, but the catch is they refunded it via a voucher. Later on, I wanted to use the voucher to book another trip, which was a cheap one. I was planning to use the voucher multiple times. So I applied 10% of the value of the voucher and then wanted to use it again, but it was impossible. I later found in their terms and conditions that you can only use the voucher once. This was not made clear at all, contrary to what you find in my vouchers that can be used multiple times. I requested to get my money back from their support, and they declined my request. So basically, I lost 3,000 USD in a second to these thieves. Please avoid them. They are scammers and thieves.Updates: I just read their response. If this company was serious about fixing the problem of stealing my money, they would have offered to put back the money in the voucher, which they didn't. I already gave them the details of the voucher and my details.Please avoid this unethical company and don't do any business with them. Don't let them steal your money just like they did mine.",1,Negative,avoid cost scammer book flexible ticket nearly cost usd cancel refunded ticket value catch refund via voucher later want use voucher book another trip cheap one planning use voucher multiple time apply value voucher want use impossible later find term condition use voucher make clear contrary find voucher use multiple time request get money back support decline request basically lose usd second thief please avoid scammer thievesupdate read response company serious fixing problem steal money would offer put back money voucher do not already give detail voucher detailsplease avoid unethical company do not business do not let steal money like mine
"Appallingly bad company with disgracefully bad incompetent service They failed to enter my frequent flyer details my email and whether i was mr mrs or miss into the booking.They keep telling you they are looking at it but nothing ever gets done and they level of service is disgraceful and they're almost impossible to contact except through a grossly incompetent chat service,  where all thy will ever tell you as we're looking into it and never do a damn thing.All of the errors in the booking are from their end because only information i supplied at the time of booking and i can prove it.This company is a rip off and they want to charge you huge amount of money for customer service do not use them",1,Negative,appallingly bad company disgracefully bad incompetent service fail enter frequent flyer detail email whether mr mrs miss bookingthey keep tell look nothing ever get do level service disgraceful they re almost impossible contact except grossly incompetent chat service thy ever tell look never damn thingall error book end information supply time book prove itthis company rip want charge huge amount money customer service use
"Bad service and very bad staff, they didnt allow me to take my flight to England, inspite of i have a Norwegian pass portI will escalate this when i get back to Norway.",1,Negative,bad service bad staff do not allow take flight england inspite norwegian pass porti escalate get back norway
They charge a fee for everything. Stay away from Go to Gate...,1,Negative,charge fee everything stay away go gate
They have harsher policies then the airline itself which makes no sense to me at all! Hurricane so we can't fly. The option is to lose all of our money or pay more to rebook. The airline itself though is free due to the circumstances.NEVER AGAIN! Spent an extra $300 total for no reason at all.,1,Negative,harsh policy airline make sense hurricane can not fly option lose money pay rebook airline though free due circumstancesnever spend extra total reason
"It was very straightforward Go To Gate has improved over the years, and all very simple and easy to work with website thank you",5,Positive,straightforward go gate improve year simple easy work website thank
It is very good and very easy,5,Positive,good easy
"Terrible experience from skyscanner, I had to do the purchase 4 times since the page keep closing. I hope I’ve paid only once",1,Negative,terrible experience skyscanner purchase time since page keep closing hope I ve pay
Felt sketchy. Changed the price on the site . When I pressed the payment button.. . . The price ended up being almost twice what it started at. You feel so cheated on. When the price changes a lot from what you were lured in with.,2,Negative,feel sketchy change price site press payment button price end almost twice start feel cheated price change lot lure
No review text,1,Negative,review text
Always changing priceespecially while booking on bank transmission and reflecting to bank more than the normal price.,3,Neutral,always change priceespecially book bank transmission reflect bank normal price
easy detailed bookings. choices of payments,5,Positive,easy detailed booking choice payment
"Didn't inform me about their extra cost on check in, I could choose other flight providers with cheaper price, extra 25€ , waited 1 hour on check in so that I found out that I can't get Boarding pass, had to pay on other side of the airport....then come back.... Again...",1,Negative,do not inform extra cost check could choose flight provider cheap price extra wait hour check find can not get boarding pass pay side airportthen come back
"Overall great experience, nice and easy booking with plenty of options to choose from.",5,Positive,overall great experience nice easy book plenty option choose
Straightforward booking process Would use again,4,Positive,straightforward booking process would use
"They have extremely unprofessional agents. My flight was cancelled week before, they managed to change my reservation for the following day adding to my trip additional 14 hours. When I showed up at the airport I could not check in because code share airline didn’t have the ticket for changed reservation. Unable to fly had to buy brand new ticket on the day of departure. In closing they told me I was no show and ticket cancelled. Lost $473 and had no one to file the complaint. Will have to ask Visa for help after my vacation is over.",1,Negative,extremely unprofessional agent flight cancel week manage change reservation follow day add trip additional hour show airport could check code share airline do not ticket change reservation unable fly buy brand new ticket day departure closing tell show ticket cancel lose one file complaint ask visa help vacation
"I had a terrible experience with Gotogate and their support team. I was double charged for a seat reservation using Booking.com, and dealing with their customer service has been the worst experience ever.Their support is a complete nightmare. Each time I send an email, it gets replied to by a different person who seems completely unaware of the previous correspondence. It's like they have no idea what has been said before. I send attachments, and they thank me for the attachments, but later on, they claim that there was never any attachment.This constant back-and-forth is incredibly frustrating and unprofessional. It's clear that Gotogate's support team is disorganized and not equipped to handle customer issues efficiently. I would not recommend their services to anyone.",1,Negative,terrible experience gotogate support team double charge seat reservation use bookingcom deal customer service bad experience evertheir support complete nightmare time send email get reply different person seem completely unaware previous correspondence like idea say send attachment thank attachment later claim never attachmentthis constant backandforth incredibly frustrating unprofessional clear gotogate support team disorganize equipped handle customer issue efficiently would recommend service anyone
"Disgraceful company please be wary. Booked flights for 4 passengers to Florence. Booked 1 x 15kg hold luggage for 1 of our group and 1 x 10kg carry on for another. Checked and double checked before paying. After the payment had processed we received our confirmation and both luggage bookings had defaulted to 10kg hand luggage. Very clever trick meaning you then have to add your hold luggage separately at an extortionate cost. If you absolutely have to use this company do not use their luggage service, once you have your flights you can add luggage through the actual airline. Customer service were a waste of time. Keep you on hold for for ages hoping you will give in and hang up. Customer service agents have a very 'Computer says no' attitude and no empathy.",1,Negative,disgraceful company please wary book flight passenger florence book x kg hold luggage group x kg carry another check double check pay payment process receive confirmation luggage booking default kg hand luggage clever trick meaning add hold luggage separately extortionate cost absolutely use company use luggage service flight add luggage actual airline customer service waste time keep hold age hope give hang customer service agent computer say attitude empathy
"Honestly, this is the worst f&%$king company I have ever delt with. They are basically a scam, we booked a flight with them, the flight ended up being canceled they refused to provide ANY form of a refund, next minute I get an email saying someone has hacked them and my data had been compromised, and not I am getting all sorts of scam email and calls. Do yourselves a favor a don't use them!",1,Negative,honestly bad fking company ever delt basically scam book flight flight end cancel refuse provide form refund next minute get email say someone hack datum compromise get sort scam email call favor do not use
"I recently had an emergency and I need to book flights from Cairo to João Pessoa, Brazil, for Sunday, June 30th through GoToGate. The booking was confirmed, and my credit card was charged for the tickets. However, a few hours later, I received an email stating that due to technical reasons, the booking was canceled and the amount would be refunded within 3-5 working days.This is absolutely ridiculous as the flight is supposed to take off in just two days! The delayed refund means I can’t purchase new tickets since my credit card limit has been reached. Furthermore, ticket prices have increased significantly as the departure date approaches, adding to my financial burden.To make matters worse, GoToGate’s customer support has been completely unhelpful and useless. They offered no immediate resolution or assistance, leaving me stranded and stressed out.I urge others to think twice before booking through GoToGate. This experience has been a nightmare, and their lack of support and consideration for their customers is appalling.",1,Negative,recently emergency need book flight cairo joo pessoa brazil sunday june th gotogate booking confirm credit card charge ticket however hour later receive email state due technical reason book cancel amount would refund within work daysthis absolutely ridiculous flight suppose take two day delay refund mean can not purchase new ticket since credit card limit reach furthermore ticket price increase significantly departure date approach add financial burdento make matter bad gotogate customer support completely unhelpful useless offer immediate resolution assistance leave strand stress outi urge other think twice book gotogate experience nightmare lack support consideration customer appal
"Evening,My Father that I booked the trip for has not yet flown. When he arrives I will can tell you guys a bit more but as for booking was simple.They give you a lot of options, insurance, seat, meal (why they charge more form  religious meals is a question in my opinion.)And mucb more at extra coats but as I said I can not judge till he gets here and back by August.",3,Neutral,eveningmy father book trip yet fly arrives tell guy bit book simplethey give lot option insurance seat meal charge form religious meal question opinionand mucb extra coat say judge till get back august
"Awful company, make it almost impossible to contact them if you need to amend your booking. Call operatives seem unable to actually do anything except fob you off. All we wanted to do was add a middle name onto a booking but we were told they were unable to do this and to contact the airline directly, which we did to then be told that we needed to change it through the company we booked with. Extremely unhelpful and frustrating, will never book with them again … useless!",1,Negative,awful company make almost impossible contact need amend book call operative seem unable actually anything except fob wanted add middle name onto booking tell unable contact airline directly tell need change company book extremely unhelpful frustrating never book useless
I loved the way I could choose from many flights and found the best flight which matches my preferences and also cheaper. Overall great experience and looking forward for many more bookings.,5,Positive,love way could choose many flight find good flight match preference also cheap overall great experience look forward many booking
No review text,5,Positive,review text
"Do not ever use Go To Gate! I am a very experienced traveller (work and leisure) and they have comfortably given me the worst experience in my life. They owe me £1,800 and have not refunded this money since Janaury - applaling and has put me in a precarious financial position. My flight was cancelled by the airline at short notice in January, shortly after booking. As GTG are an agent, they request monies back from the airline first before remitting refunds. I know this industry and I know that often, agents will either not remit funds to the airline or the ariline holds it in a restricted account until the flight has completed. I had to coordinate both the airline and GTG to ask about who had contacted who re: refunds. GTG constantly said they had asked the airline. The airline consistently said they had not heard anything. After 2 months of waiting, I raised a chargeback via my credit card. The chargeback was denied as GTG had said the service was provided! The flight was cancelled! I was then told I had to wait for the chargeback to lapse before they would refund which was 12th June. Since then I have repeatedly called to which I am told  that the refund is coming, 5 business days... I keep waiting, I call back and now I am told the airline still has the money! It's 5 months ago! I am told they have to follow policy, however, as your customer you have not once called me back or e-mailed me, nor have you offered any compensation nor have you even tried to resolve it. You could just pay me from your bank account, but you won't as it's not ""policy"".As an experienced traveller, you will never have my money again. Truly appalling and stay away!",1,Negative,ever use go gate experience traveller work leisure comfortably give bad experience life owe refund money since janaury applaling put precarious financial position flight cancel airline short notice january shortly book gtg agent request monie back airline first remit refund know industry know often agent either remit fund airline ariline hold restricted account flight complete coordinate airline gtg ask contact refund gtg constantly say ask airline airline consistently say hear anything month wait raise chargeback via credit card chargeback deny gtg say service provide flight cancel tell wait chargeback lapse would refund th june since repeatedly call tell refund come business day keep wait call back tell airline still money month ago tell follow policy however customer call back email offer compensation even try resolve could pay bank account will not policyas experienced traveller never money truly appalling stay away
"Faster and easy to book, very helpful !",4,Positive,fast easy book helpful
The company managed to negotiate cheaper flights with airlines.  The booking process has always been straightforward too.  I once had to cancel a flight due to VISA issue and I received some partial fund back.,5,Positive,company manage negotiate cheap flight airline book process always straightforward cancel flight due visa issue receive partial fund back
No review text,5,Positive,review text
Snuck in a fee for something called AirHelp and then wouldn't refund me. 0 stars if I could. I will never use gotogate again.,1,Negative,snuck fee something call airhelp would not refund star could never use gotogate
"I had to click through multiple pages of upgrades, nothing beyond your seat and a small bag comes without an additional fee. Yes, it's one of those experiences. Brace yourself.",2,Negative,click multiple page upgrade nothing beyond seat small bag come without additional fee yes one experience brace
They issued a ticket on one airline that did not honor the ticket. It’s a fraud! I had to buy another ticket same day!  They are no good.,1,Negative,issue ticket one airline honor ticket fraud buy another ticket day good
Horrible company. Took me 6 hours to make a change in my flexi ticket. After I paid the difference I was told to pay to make the changes they send me another email saying they have not made the changes and I had to pay more.,1,Negative,horrible company take hour make change flexi ticket pay difference tell pay make change send another email say make change pay
It was easy and straight forward.No Hidden traps,5,Positive,easy straight forwardno hide trap
Super fast and best prices compare to others,5,Positive,super fast good price compare other
"Flight was cancelled the night before after check in and I received no confirmation. Rang go to gate who informed it had been changed to 12pm the following day. Checked this on the airline website and it said 10am, asked them several times if they could confirm times again was told 12pm, eventually hung up and called them again this time correct flight was confirmed. Recieved no confirmation of original flight change which resulted in us having to rebook trains and hotels last minute due to the flight being earlier than planned which cost us additional £350. Customer services is not great at all.",2,Negative,flight cancel night check receive confirmation rang go gate inform change pm follow day check airline website say ask several time could confirm time tell pm eventually hang call time correct flight confirmed recieve confirmation original flight change result we rebook train hotel last minute due flight early plan cost we additional customer service great
easy to navigate website. clear and precise instructions.,4,Positive,easy navigate website clear precise instruction
"AVOID THIS COMPANY. DO NOT BUY TICKET FROM THEM!We bought a flight ticket but airline company cancelled the flight because of a problem in the origin airport.So airline asked all passengers to contact company and a refund will be made for all. We bought 3 tickets. 2 directly with the airline company and 1 via Gotogate.For the 2 tickets we bought directly from Latam we received our refund in less than a week. It was really easy and super fast.But unfortunately for the ticket we bought via Gotogate it is been difficult to receive our refund. It is been more than a month that we are waiting. Gotogate customer service is so bad and they do nothing to help.If you buy via gotogate be prepare to suffer without any help if you need any assistance.UPDATEDI have just called Latam and they told me that on 31st of May they have refunded my ticket to gotogate. So gotogate has my money for almost a month and do not send for me.UPDATED ON 08/07/24Gotogate replied me here but they didnt provide any solution for my case. I contacted again Latam and received from them an email informing that Gotogate has already received the money.UPDATED ON 08/08/2024I am still contacting Gotogate every week about my refund and all they say is that I have to wait. They do not inform how long and why it is taking too much time to refund me if they have already received the funds from airline.UPDATED ON 06/09/2024I keep contacting go to gate. Since last time I have contacted them more than 3 times and nothing until now. They have already received the refund from airline but Go To Gate doesn't want to refund me.UPDATED ON 20/11/2024After many months I finally received my money back, but just because I contacted my bank and they helped me to create a dispute. So do not trust on go to gate and if you are waiting for your refund contact your bank and ask for help.",1,Negative,avoid company buy ticket themwe buy flight ticket airline company cancel flight problem origin airportso airline ask passenger contact company refund make buy ticket directly airline company via gotogatefor ticket buy directly latam receive refund less week really easy super fastbut unfortunately ticket buy via gotogate difficult receive refund month wait gotogate customer service bad nothing helpif buy via gotogate prepare suffer without help need assistanceupdatedi call latam tell st may refund ticket gotogate gotogate money almost month send meupdate gotogate reply do not provide solution case contact latam receive email inform gotogate already receive moneyupdate still contact gotogate every week refund say wait inform long take much time refund already receive fund airlineupdate keep contact go gate since last time contact time nothing already receive refund airline go gate do not want refund meupdate many month finally receive money back contact bank help create dispute trust go gate wait refund contact bank ask help
"You can find cheaper fares than booking directly and if everything goes well - you’ll be fine. But that’s a big IF. In case you need to get anything settled via customer support - good luck! Airline rescheduled my flight and Gotogate gave me an option to request a refund, which I did. Only that after some time they came back telling me actually ‘having checked with airline’ I’m not entitled for a refund (1st time excuse), and later on - my ticket has been used, even though I have obviously never took that flight let alone been in that country at the time. It’s been more than 6 months going back and forth like this, you need to call them and hang on a line while ‘they are checking with respective team’. Only later to send you a no-reply email with a bogus excuse. Lesson learned - always book direct!",1,Negative,find cheap fare book directly everything go well you ll fine that s big case need get anything settle via customer support good luck airline reschedule flight gotogate give option request refund time come back telling actually check airline I m entitle refund st time excuse later ticket use even though obviously never take flight let alone country time month go back forth like need call hang line check respective team later send noreply email bogus excuse lesson learn always book direct
"I had an absolutely horrendous experience with Gotogate and Booking.com regarding my flight reservation with ticket number SG55CP, scheduled for June 14, 2023. When faced with a genuine emergency necessitating a ticket change, their customer service, particularly their call centre in India, proved to be completely incompetent, clueless, and lacking in both communication skills and language proficiency.Despite repeated assurances and providing a payment link, they disappeared for weeks, leaving me stranded without a resolution or refund. This blatant disregard for customer needs and their deceptive practices are appalling.I strongly advise everyone to steer clear of Gotogate and Booking.com. They operate like a scam, showing no regard for customer satisfaction or basic ethics. It's clear they care more about pocketing money than providing legitimate service. The call centre in India should be shut down immediately, as they contribute to the overall incompetence and frustration experienced by customers.Businesses like Gotogate and Booking.com should not be allowed to operate, and I will actively encourage others to boycott them until they face consequences for their illegal practices.",1,Negative,absolutely horrendous experience gotogate bookingcom regard flight reservation ticket number sgcp schedule june face genuine emergency necessitating ticket change customer service particularly call centre india prove completely incompetent clueless lack communication skill language proficiencydespite repeat assurance provide payment link disappear week leave strand without resolution refund blatant disregard customer need deceptive practice appallingi strongly advise everyone steer clear gotogate bookingcom operate like scam show regard customer satisfaction basic ethic clear care pocket money provide legitimate service call centre india shut immediately contribute overall incompetence frustration experience customersbusinesse like gotogate bookingcom allow operate actively encourage other boycott face consequence illegal practice
Thank for answer so fast my question and advice about my ticket. The person was so kind.,5,Positive,thank answer fast question advice ticket person kind
"Only giving 1 star as I couldn’t give zero stars. Avoid this company, after flight cancelled they would not rebook to another flight, told numerous lies and would not help. Never never again. DO NOT USE",1,Negative,give star could not give zero star avoid company flight cancel would rebook another flight tell numerous lie would help never never use
Very easy website to follow no confusing popups trying to put you off when filling out important information you need no distractions and easy to follow steps and you achieved that,4,Positive,easy website follow confusing popup try put fill important information need distraction easy follow step achieve
Was charged £136 to reserve seats only to find out the airline reserved them for free.  AVOID this company like the plague,1,Negative,charge reserve seat find airline reserve free avoid company like plague
"Booked a flight via gotogate and prior to actually paying their were SO many optional extras; seats, meal preferences, flexi-tickets, sms updates etc etc - all for additional fees. Luckily we clicked no on all of them and made payment on the flight. TWO HOURS  later got an email saying the tickets were being refunded due to “technical reasons” however, quote “kindly note that ancillary products such as insurance, seats and bags may be non-refundable.” Luckily this didn’t affect us as we’d opted out but how many people will have lost money this way?! VERY SCAMMY. Avoid.",1,Negative,book flight via gotogate prior actually pay many optional extras seat meal preference flexiticket sms update etc etc additional fee luckily click make payment flight two hour later get email say ticket refund due technical reason however quote kindly note ancillary product insurance seat bag may nonrefundable luckily do not affect we we d opt many people lose money way scammy avoid
My trip invoice was 55.194TRY. However you issued 56.993TRY to my cret card/visa. This is unacceptable!,1,Negative,trip invoice try however issue try cret cardvisa unacceptable
"Very dissapointed! Someone airline company canceling flight and they asking to you call to airline for finding alternative fly?!Even 4 days after the cancellation they are not send an email confirming about the cancellation. They just don't care about the customers, even if the fault of the cancellation was the cancellation of the flight.",1,Negative,dissapointe someone airline company cancel flight ask call airline find alternative flyeven day cancellation send email confirm cancellation do not care customer even fault cancellation cancellation flight
This my third time am booking with GotogateIs very good and helpful Thanks Omima Mohamed,5,Positive,third time book gotogateis good helpful thank omima mohame
No review text,4,Positive,review text
"Listed price on Skyscanner was pretty good, but not 'too good to be true' good. Went throught the entire booking process, including entry of card details, only for the website to change the price after I had clicked pay, due to 'high demand'. Tested again in Incognito mode and the same thing happened, so it's very clear that this is an intentional strategy to hike prices at the last possible moment, after the customer has entered all details and will presumably be too invested to back out. Completely cynical and unethical.",1,Negative,list price skyscanner pretty good good true good go throught entire booking process include entry card detail website change price click pay due high demand test incognito mode thing happen clear intentional strategy hike price last possible moment customer enter detail presumably invest back completely cynical unethical
"DISGUSTING COMPANY. My mother has a rare bone marrow cancer and they will not make an exception for myself to switch my flight home to an earlier one if I need it. I may be her only donor. I got pushed back and forth for nearly two hours between them and the airline (Air Transat).It is not by choice I want to switch and like any normal company YOU SHOULD ALLOW EXCEPTIONS for medical emergencies. I was told to just purchase a new flight. USE KIWI.COM INSTEAD they were way more accommodating and understanding! Gotogate is heartless and is a horrible company to purchase through.Where are companies compassion these days? They are super money hungry. I don't care about your policies, maybe you should change them if you have to keep apologising. STAY FAR AWAY FROM THIS COMPANY.",1,Negative,disgusting company mother rare bone marrow cancer make exception switch flight home early one need may donor get push back forth nearly two hour airline air transatit choice want switch like normal company allow exception medical emergency tell purchase new flight use kiwicom instead way accommodate understand gotogate heartless horrible company purchase throughwhere company compassion day super money hungry do not care policy maybe change keep apologise stay far away company
"the worst experience i have ever gone through. I have bought 5 tickets and the airline moved those by a couple days so i had to cancel, from that point on and until now 6 months later i have yet to receive my money back even when i am supposed to get 100% refund i got notified today that i am only getting 50% of what i paid for.",1,Negative,bad experience ever gone buy ticket airline move couple day cancel point month later yet receive money back even suppose get refund get notify today getting pay
worst check in ever. Very unclear with booking number of several airlines,1,Negative,bad check ever unclear booking number several airline
Good experience . Booking flight was easy and simple,5,Positive,good experience book flight easy simple
"This is the worst agent to ever work with, I hope you see this before you book with them. They don’t communicate, no response, number not working and no response from web chat.",1,Negative,bad agent ever work hope see book do not communicate response number work response web chat
"Whole proces was fast and reliable. Website worked perfectly, communication was on time, no hiccups",5,Positive,whole proce fast reliable website work perfectly communication time hiccup
there is no email address. Bots are not helpful and callinig to the UK can not be done through whatsap and standing in line is expensive and stressful,1,Negative,email address bot helpful callinig uk do whatsap stand line expensive stressful
This company doesn’t even deserve 1 star the biggest scammmmmmm!!!! Save your time.,1,Negative,company do not even deserve star big scammmmmmm save time
"The ordering system can make random mistake by confirming wrong order/related services for the customer. The customer service are irresponsible, and offered no viable solutions but to ask customer to pay more and more for correcting their own mistakes.",1,Negative,order system make random mistake confirm wrong orderrelate service customer customer service irresponsible offer viable solution ask customer pay correct mistake
To was my first time was good at the moment,5,Positive,first time good moment
Always has the best deals!!,5,Positive,always good deal
"Worst customer service. I wish to leave no star for review because the way the customer service handling my situation is just diabolic. I also ask people not to book through Gotogate because they need to change their way of working and be more helpful to their customers. My flight schedule was changed by the airline which they then asked me to check and accept. So I did once and then 2 weeks before they did the same so I decided to cancel my flights back in March and they said refund will process 10 to 15 business days until now they saying airline haven't issue them any refund which is all lies because I have called the airlines and they says it's usually agent process the refund through their IATA. Now it's 25 June 2024 and I am still chasing my refund which should have been in my account back in April.Called my bank and asked them to revert the charges due to scam with the gotogate and they did but again gotogate told them that they are still awaiting for refund from Airline. Please people don't buy tickets from Gotogate as they need to learn how to treat their customers in loyal form and I really want to take them to court. Numerous calls were made and everytime have to go through same story to each and everyone.  Even to get in touch with them via telephone, it takes me hours and hours so it's not worth saving some penny instead book directly with Airline. The worst customer service ever had from any agent I have ever used in my life. And I will not be using them ever again",1,Negative,bad customer service wish leave star review way customer service handling situation diabolic also ask people book gotogate need change way work helpful customer flight schedule change airline ask check accept week decide cancel flight back march say refund process business day say airline have not issue refund lie call airline say usually agent process refund iata june still chase refund account back aprilcalle bank ask revert charge due scam gotogate gotogate tell still await refund airline please people do not buy ticket gotogate need learn treat customer loyal form really want take court numerous call make everytime go story everyone even get touch via telephone take hour hour worth save penny instead book directly airline bad customer service ever agent ever use life use ever
